"cityName","hospitalName","hospitalAddress"
"Jaipur","GLOBAL HEART AND GENERAL HOSPITAL PRIVATE LIMITED","C-1-27/29, Gandhi Path, Chitrakoot, Vaishali Nagar, Jaipur (Raj.)"
"Jaipur","KRISHNA HEARTH & GENERAL HOSPITAL","138, Prem Nagar, Swami Vihar, Nirman Nagar, Jaipur-302020."
"Jaipur","MARUDHAR HOSPTIAL","A-93-99, Singh Bhoomi, Khatipura Road, Jaipur."
"Jaipur","HEART & GENERAL HOSPITAL","7, Vivekanand marg, C-Scheme, Jaipur-302001."
"Jaipur","Jaipur Doorbeen Hospital","8, Devi nagar mode, Metro Pillar 78-79, New Sanganer Road, Jaipur"
"Jaipur","Agarwal Hospital","SP-3, Malviya Industrial Area, Near Calgary Circle, Malviya Nagar Jaipur"
"Jaipur","APEX HOSPITAL MANSAROVER PVT. LTD","55, Rajat Path, Ward-27, Sector-5, Mansarovar, Jaipur-302020."
"Jaipur","INDUS JAIPUR HOSPITAL","Sector-5, Near Technology Park, Shipra Path, Mansarovar, Jaipur-302020"
"Jaipur","MAHATMA GANDHI HOSPITAL","RIICO Institutional Area, Sitapura, Tonk Road, Jaipur-302022."
"Jaipur","ANAND HOSPITAL & EYE CARE","406, Suresh Marg, Near Bagadia Bhawan, C-Scheme, Jaipur."
"Jaipur","METRO MANAS AROGYA SADAN HEART CARE & MULTI SPECIALITY HOSPITAL","Manas Arogya Sadan, Shipra Path, Near Technology Park, Mansarovar, Jaipur-20."
"Jaipur","RUNGTA HOSPITAL","Malviya Nagar, Jaipur-17."
"Jaipur","TAGORE HOSPITAL & RESEARCH INSTITUTE","Tagore Lane, Sector-7, Shipra Path, Madhyam Marg, Mansarovar, Jaipur."
"Jaipur","FORTIS ESCORTS HOSPITAL","Jawahar Lal Nehru Marg, Malviya Nagar, Jaipur-302017 (Raj.)"
"Jaipur","KAPOOR HOSPITAL EYE CENTRE","8/94, Papad Ke hanumanji Road, Vidhyadhar Nagar, Jaipur."
"Jaipur","GANADHIPATI PURUSHOTTAM SHEKHAWATI HOSPITAL & RESEARCH CENTRE,","A/2, Opposite ``Time Square'' Central Spine, Vidhyadhar Nagar, Jaipur."
"Jaipur","JAIN DENTAL HOSPITAL","Tulsi Nagar, Near Choudhary Petrol Pump, Main Tonk Road, Sanganer, Jaipur-302011."
"Jaipur","ASG HOSPITAL PVT. LTD.","Plot No. C-20-A, Ground Floor, JTN Anukampa Plaza, Bhagwan Das Road, C-Scheme, Jaipur."
"Jaipur","SARDA NURSING HOME","Opp. SMS Hospital, Dr. Ram Bilas Sarda Marg, Jaipur."
"Jaipur","KABRA EYE HOSPITAL","Jamna Nagar, Sodala, Ajmer Road, Jaipur-6"
"Jaipur","DR. VIRENDRA LASER PHACO SURGERY CENTRE","Behind K.S.Ford Show Room, Opp. Sahara Chambers, Gandhi Nagar, Ronk Road, Jaipur."
"Jaipur","ROYAL EYE CARE AND RESEARCH CENTRE","B-15, Govind Marg, Opp. Ice Factory, Adarsh Nagar, Jaipur-302004."
"Jaipur","K. C. MEMORIAL EYE HOSPITAL","Malan Ka Chauraha, Malviya Marg, C-Scheme, Jaipur-302001."
"Jaipur","Deep Hospital & Research Centre","Khatipura Road, Jhotwara, Jaipur"
"Jaipur","BHAGWAN MAHAVEER CANCER HOSPITAL & RESEARCH CENTRE","Jawahar Lal Nehru Marg, Jaipur-302017."
"Jaipur","IMPERIAL HOSPITAL RESEARCH CENTRE","Near Main Circle, Shastri Nagar, Jaipur."
"Jaipur","APEX HOSPITAL PVT.LTD.","SP-4, & 6, Malviya Indistrial Area, Malviya Nagar, Jaipur."
"Jaipur","JAIN ENT HOSPITAL","23-24, Satya Vihar Colony, Pankaj Singhavi Marg, Near New Vidhansabha, Lal Kothi, Jaipur."
"Jaipur","S.R. KALLA MEMORIAL GASTRO & GENERAL HOSPITAL","78-79, Dhuleshwar Garden, Behind HSBC Bank, Sardar Patel Marg, C-Scheme, Jaipur-7"
"Jaipur","INDOWESTERN BRAIN & SPINE HOSPITAL","Near New Vidhansabha, Lal Kothi, Jaipur-302015."
"Jaipur","Apollo Specialty Hospitals Pvt. Ltd.","J-2/7 Mahaveer Marg, C-Scheme Jaipur"
"Jaipur","JEEVAN REKHA CRITICAL CARE & TRAUMA hOSPITAL","Jeevan Rekha Marg, S-24, Central Spine, Mahal Yojna, Jagatpura, Jaipur-302025."
"Jaipur","AMAR MEDICAL AND RESEARCH CENTRE","Kiran Path, Mansarovar, Jaipur."
"Jaipur","CENTRE FOR SIGHT","Main Malviya Nagar Road, Near HDFC Bank, Opp. Pradhan Marg, Petrol Pump, Jaipur."
"Jaipur","Monilek Hospital & Research Centre","Sector-4, Jawahar Nagar Jaipur"
"Jaipur","MITTAL HOSPITALS LIMITED","Pushkar Road, Ajmer. Ph. 0145-2603603Mob. 8003053111"
"Jaipur","CENTRE FOR SIGHT, JODHPUR","562, 7C Road, Near satsang Bhawan, Sardarpura, Jodhpur, Raj- 342003"
"Jaipur","ASOPA Hospital","93-b, Tagore Nagar, Ajmer Road, Jaipur"
"Jaipur","SADHNA HOSPITAL PVT. LTD","Jharkhand Moad, Khatipura Road, Jaipur-302012 (Raj.)"
"Jaipur","ASG Hospital Pvt. Ltd.","P. No. 7-8, Manji Ka HatthaPaota, Jodhpur"
"Jaipur","BHANDARI HOSPITAL AND RESEARCH CENTRE","138-A, Vasundhara Colony, Gopalpura Bypass, Tonk Road, Jaipur-302018."
"Jaipur","""2S WELLNESS and RESEARCH CENTRE PRIVATE LIMITED   ""","100, Megh Nagar, Near Ashok Udhyan,Pal Road,Jodhpur "
"Jaipur","Siddham ENT Centre LLP","A-14 &15, Heera Nagar, Infront of Ganga Jamuna Petrol Pump Gopal Pura Bypass, Jaipur-302019"
"Jaipur","ABHISHEK HOSPITAL","3-B-III, Moti Dungari Road, Jaipur-302004."
"Jaipur","CKS Hospitals","F-98 A, Road No. 6, VKIA, Sikar Road Jaipur"
"Jaipur","VASUNDHARA HOSPITAL LIMITED","11, Sector-11, Nandanvan, Chopasni Housing Board, Jodhpur-342008"
"Jaipur","Shri Ambe Hospital & Research Institute","8-9, Jai Karni Nagar, Niwaru Road, Jhotwara, Jaipur-12"
"Jaipur","Dr. Somendra Dental Clinic","1/543, Mannat Tower, Roshan Path, Opp. Chitrakoot Stadium, Vaishali Nagar, Jaipur"
"Jaipur","GOYAL HOSPITAL & RESEARCH CENTRE PVT. LTD.","961/3, Residency Road, Jodhpur-342003"
"Jaipur","JYOTI NURSING HOME PVT. LTD.","Road No.4, Opposite SBI Bank, VKIA, Jaipur-302013. Raj."
"Jaipur","HCG Hospital","Sector-5, Shipra Path, Mansarovar, Jaipur-302020"
"Jaipur","Gopinath Hospital Pvt. Ltd.","Sec-8, Chetak Nagar, Pratap Nagar Sanganer Jaipur-"
"Jaipur","Allergy Asthma And Chest Hospital","K-32, Income Tax colony, S.L. Marg, Durgapura Jaipur-18"
"Jaipur","The Royal Orthopaedic Hospital & Sports Injury Center","B-73 A, Lal Kothi Scheme, Sahkar Marg Jaipur"
"Jaipur","DR. KHUNGER'S EYE CARE & RESEARCH CENTRE PVT. LTD.","1109, Bewar Road, Opp. PNB Ramganj, Ajmer, Raj. Pin-305901."
"Jaipur","Puru Eye Hospital","76/7, OPP. Dravyawati River Front Garden, Shipra Path, Mansarovar Jaipur"
"Jaipur","DR. AGARWAL'S EYE HOSPITAL","21, Shubham Enclave, Off. Jamna Lal Bajaj Marg, Civil Lines, Railway Crossing, C-Scheme, Jaipur-302001."
"Jaipur","MAX VISION EYE CARE CENTRE","95, Nemi Nagar, Vaishali Nagar, Jaipur-302021."
"Jaipur","Anupam Eye Hospital","C-30, Pankaj Singhvi Marg, Vidhansabha Road, Lal Kothi Jaipur"
"Jaipur","MANIPAL HOSPITAL","Sector-5, Vidhyadhar Nagar, Main Sikar Road, Jaipur."
"Jaipur","Advanced Neurology & Super Speciality Hospital","Brain Tower D-358, Malviya Nagar Near Gaurav Tower, Jaipur -17"
"Jaipur","SANKARA EYE HOSPITAL (Sri Kanchi Kamakoti Medical Trust)","Plot No.6, Sector-6, Vidhyadhar Nagar, Jaipur-302023.Ph. 2256900"
"Jaipur","ADINATH ENT & GENERAL HOSPITAL","B-102-A, Udai Marg, Tialk Nagar, Behind LBS College, Jaipur."
"Jaipur","JAIPUR HOSPITAL, Lal Kothi","Lal Kothi, Near S.M.S. Stadium, Tonk Road, Jaipur-302 015."
"Jaipur","SONI HOSPITAL","38, Kanota Bagh, Jawahar Lal Nehru Marg, Jaipur-302004."
"Jaipur","Jindal Eye Hospital","10/62, Chitrakoot Scheme Opp. Pratap Stadium, Vaishali Nagar Jaipur "
"Jaipur","Jaipur Neuclear & Imaging Center","71, Basement & Ground Floor Lalkothi Scheme, Jaipur"
"Jaipur","DHANVANTRI LIFE CARE PVT.LTD.","67/56A, Near Mandara Bus Stand, New Sanganer Road, Mansarovar, Jaipur-302020."
"Jaipur","JAIPUR HOSPITAL, Mahavir Nagar","Gopalpura Flyover, Mahavir Nagar, Man Tonk Road, Jaipur-302018."
"Jaipur","NARAYANA HRUDAYALAYA PVT. LTD.","Sec-28, Kumbha Marg, Pratap Nagar, Jaipur-302033."
"Jaipur","MEDIPULSE HOSPITAL","Basni Phase-II, Jodhpur-342 005 Raj."
"JALANDHAR","AKAL EYE HOSPITAL","606 R, Mall Road, Model Town, Jalandhar 144003, Punjab"
"JALANDHAR","Duggal Eye Hospital","B-8-286, Kishanpura Chowk,Jalandhar-144001 Punjab"
"JALANDHAR","Joshi Superspeciality and Multispeciality Hospital","Kapurthala Chowk, Jalandhar-144001, Punjab"
"JALANDHAR","Sharanjit Hospital","5-10,Mahavir Marg, Gujral Nagar, jalandhar"
"JALANDHAR","Ghai Hospital","661 A&B GTB Nagar, Jalandhar-144003 (PB)"
"JALANDHAR","Oxford Hospital","305, Lajpat Nagar,Bhagwan Mahavir Nagar, Near Nakodar Chowk, JLD"
"JALANDHAR","Mahajan Eye and Maternity Home","111, Shaheed Udham Singh Nagar,Near Rock Garden, Jalandhar 144001"
"JALANDHAR","Jammu Hospital","kapurthala RoadNear Sports College, JLD"
"JALANDHAR","India Kidney Hospital & Dialysis Centre","7, Link Road, Lajpat Nagar, Jalandhar 144001 Punjab"
"JALANDHAR","Patel hospital Pvt Ltd","Civil lines, Jalandhar 144001"
"JALANDHAR","KIDNEY HOSPITAL & Lifeline Medical Institutions ","63-64, Waryam Nagar, cool Road, Jalandhar 144001 Punjab"
"JALANDHAR","Thind Eye Hospital","701, Mall Road, Model Town,Jalandhar"
"JALANDHAR","BBC Heart Care Pruthi hospital","301 lajpat nagarJalandhar 144001"
"JALANDHAR","Neuropsychiatric Hospital and ANR Centre for Opiate De-Addiction","309, New Jawahar Nagar, Near Guru Amar Dass Chowk-144001"
"JALANDHAR","Apex Hospital and Maternity Home","520-521 New Jawahar Nagar, Jalandhar 144001"
"JALANDHAR","NHS Hospital","128,Guru Nanak pura, Kapurthala Road, JLD"
"JALANDHAR","Tagore Hospital & Heart Care Centre","Banda Bahadur nagar, Mahavir Marg, Jalandhar 144008"
"JALANDHAR","Shrimann Superspeciality Hospital","NH-44, Jalandhar Pathankot Road, Near Reru Chowk, Jalandhar"
"JALANDHAR","Aggarwal Liver & Gut Super Speciality Hospital","J.P Nagar, Near BSNL Telephone Exchange, Jalandhar-144001, Punjab"
"JALANDHAR","Johal Multispeciality Hospital","Hoshiarpur Road, Rama Mandi,Jalandhar144005"
"JALANDHAR","New Ruby Hospital Pvt Ltd","26-27, Link Road, Lajpat Nagar, Jalandhar 144001"
"JALANDHAR","CAPITOL HOSPITAL","jalandhar-Pathankot(NH-44), Near Reru Chowk Jalandhar-144012-Pb"
"JALANDHAR","Care Max Superspeciality Hospital","Guru Nanak Superspeciality Hospital, Near petrol Pump, Jalandhar-14001(Pb)"
"JALANDHAR","Kapoor Bone and Children Hospital","BDA Enclave, Pathankot Bypass Chowk, Jalandhar City, Jalandhar-144004"
"JALANDHAR","Satyam Hospital and Trauma Centre","392, Adarsh Nagar, JalandharPunjab-144008"
"JALANDHAR","Global Hospital","10, Link Road, Model Town, Jalandhar-144003 Punjab"
"JALANDHAR","Arora Eye Hospital and Retina centre","Link Road, 7A Lajpat Nagar, Jalandhar"
"JALANDHAR","Sacred Heart Hospital","Maqsudan,GT RoadJalandhar City-144008 Punjab"
"JALANDHAR","Ranjit Hospital","58, kapurthala Road, Patel Chowk, Jalandhar"
"JAMMU","BEE ENN Genral Hospital","TALAB TILLO Road, Jammu-180002"
"JAMMU","Shri Mata Vaishno Devi Narayana Superspeciality Hospital","Multispeciality Hospital"
"JODHPUR","CENTRE FOR SIGHT","562, 7C Road, Near satsang Bhawan Sardarpura Jodhpur"
"JODHPUR","ASG Hospital Pvt. Ltd.","P. No. 7-8Manji Ka Hattha Jodhpur"
"JODHPUR","Shri Ram Super Specialty Surgical Centre Pvt. Ltd. ","P.N. 1 & 1 A Opp. Maha Mandir Railway Station Mandore Road Jodhpur "
"JODHPUR","ASG Hospital Pvt. Ltd.","P. N. 1 Shyam Nagar Pal Link Road Jodhpur"
"JODHPUR","DAUKIYA  HOSPITAL AND MEDICAL RESEARCH CENTRE","22-23, Opp. Pratap Nagar Chungi Naka, Near Railway Crossing, Soorsagar RoadJodhpur "
"JODHPUR","MEDIPULSE HOSPITAL","E4, BASNI 2ND PHASE OPP AIIMS JODHPUR"
"JODHPUR","""2S WELLNESS and RESEARCH CENTRE PRIVATE LIMITED   ""","100, Megh Nagar Near Ashok Udhyan Jodhpur "
"JODHPUR","Vasundhara Hospital Limited ","11, Sector 11Nandanvan Jodhpur "
"JODHPUR","Dr Kamdar Eye Hospital","123, II Polo, Opp. Ship HouseKarni Marg Paota Jodhpur"
"JODHPUR","Global Dental Hospital Orthodontic And Implant Centre","E-47 Medical College Road Near Mahaveer Circle, Jodhpur"
"JODHPUR","Dr Aggarwal Aesthetic & Dental Centre","119, Sector-7, New Power House Road Jodhpur"
"JODHPUR","Goyal Hospital & Research Centre Pvt. Ltd.","961/3, Residency Road, Jodhpur"
"Kanpur","Jeevani Hospital","Jeevani Hospital, 7 / 199, Opp. LLR Hospital, Swaroop Nagar, Kanpur.ph-3042435"
"Kanpur","Eye Q Vision Pvt. Ltd. (Kanpur) ","113/57,Next to Allahabad Bank, Opposite Motijheel, Swaroop Nagar Kanpur"
"Kanpur","Brij Medical Center ","94 E Block, Panki, Kanpur"
"Kanpur","Chandni Hospital","Chandni Hospital, 9/60 Arya Nagar, Kanpur [0512   255 1185 / 255 1885]"
"Kanpur","Dr. Jawahar Lal Rohatagi Smarak Netra Chikitsalaya","Dr. Jawahar Lal Rohatagi Smarak Netra Chikitsalaya, 117 / 52 Sarvodaya Nagar, Kanpur. ph-2297605"
"Kanpur","Kannika Hospital","Kannika Hospital, 111 / 9/ 5 Harsh Nagar, Kanpur.ph- 6980786, Fax-2543483"
"Kanpur","Khairabad Eye Hospital","Khairabad Eye Hospital, Swaroop Nagar, Kanpur 208 002. ph-2525221"
"Kanpur","MADHULOK HOSPITAL","Madhulok Hospital,628, K-block, kidwai nagar, Kanpur. ph-2641400. fax- 2613111"
"Kanpur","New Leelamani Hospital","New Leelamani Hospital, 14/116-c-1 civil lines kanpur-208001, ph-2530022 "
"Kanpur","Royal Cancer Hospital & Research Institute","Royal Cancer Hospital & Research Institute, 113/103-A Swaroop Nagar, Kanpur"
"Kanpur","Priya Hospital ","D 25-30 HIG World Bank Barra, Bypass Road, Kanpur. "
"Kanpur","Kulwanti Hospital & Research Centre","117/N/8, Kakadev, Kanpur"
"Kanpur","Saral Nursing Home","Saral Nursing Home, Lal Bangla, Kanpur 208 007. ph-2402121 "
"Kanpur","Tulsi Hospital Ltd.","Tulsi Hospital Ltd. 14/116-A, civil lines, kanpur-208001, ph-2536404, fax-2536402 "
"Kanpur","Akshi Eye Care Centre","Akshi Eye Care Centre, 2/ 344-A, Azad Nagar, Kanpur. ph-2561161"
"Kanpur","Bhargava Hospital","Bhargava Hospital, 15/263 Civil Lines, Kanpur 208 001 [Tel: 0512   230 5900] "
"Kanpur","KTC Vedanta Hospital ","Vedanta Hospital & Research Center, 9/55 Arya Nagar, kanpur-208002. ph-9415051022"
"Kanpur","Apollo Specialty Hospitals Pvt. Ltd. ","Apollo Specialty Hospitals Pvt. Ltd,14 / 138, Chunni Ganj, Kanpur"
"Kanpur","Prakhar Hospital PVT. LTD.","8/219,Arya Nagar(Near Arya Nagar Dharmshala)"
"Kanpur","PPM Medical research & Trauma center","PPM Medical research & Trauma center,127/194 w-1 saket nagar, kanpur-208014. ph-2601400 "
"Kanpur","Ratandeep Hospital & Research Center ","Ratandeep Hospital & Research Center, 1-6 moti vihar, 117/k/13, behind rawatpur railway crossing, kanpur-208025. ph-2501884. fax-2501885 "
"Kanpur","R.K. Devi Memorial Hospital","R.K. Devi Memorial Hospital, 113/157 Swaroop Nagar, Kanpur-208002. ph-2533052. "
"Kanpur","C.L. Memorial Hospital & Maternity Home Pvt Ltd.","C.L. Memorial Hospital & Maternity Home Pvt Ltd. 121/625 Shastri Nagar, kanpur- ph-9839890088"
"Kanpur","Raj rani Hospital ","Raj rani Hospital, A-31/1 awas-Vikas, Hans Puram, Naubasta, kanpur. "
"Kanpur","SANTOSH HOSPITAL ","127/214 -A, Baradevi chauraha Juhi kanpur "
"Kanpur","Dwivedi Hospital (a Unit of model medicare services pvt. Ltd)","117/H-2/168 A Pandu Nagar Kanpur-208005[Tel:0512-2234666/67"
"Kanpur","Sharma Nursing Home","113/340, Swaroop Nagar, Near Kanpur Vidya Mandir, Kanpur"
"Kanpur","Bhargava Medical & trauma Center","Bhargava Medical & trauma Center. 30-E, O-block, kidwai nagar, kanpur.ph-983975344"
"Kanpur","Lifetron Hospital","Plot no. : O/PR-2, Sector  O , Awas Vikas, Keshavpuram, Sch-1"
"Kanpur","SPM Hospital Research & Trauma Centre","C46-50 Kalyanpur, G.T.Road, Kanpur(Opp. Kalyanpur Police Station)"
"Kanpur","D.S. Memorial Nursing Home (Eye Unit- AELC)","D.S. Memorial Nursing Home (Eye Unit- AELC) C-35, SARVODAYA NAGAR, KANPUR-208005, MOB-8756512581,9044346418"
"Kanpur","Sanjeevani Hospital ( A unit Sukhmani N.H. Pvt. Ltd.)","765/766, Lakhanpur, Awadh Puri Road, Meerut."
"Kanpur","Miracle Medicare Pvt. Ltd. (North star Hospital)","North star Hospital,25/11 Canal road, kanpur. ph-9792992148"
"Kanpur","Guruteg Bahadur Charitable hospital","120/192 Opp Mariampurn School, Lajpat Nagar "
"Kanpur","Globus Joint Replacement Hospital ","117/N/33, Kakadeo, Kanpur-208025 [Tel: 0512: 2501555"
"Kanpur","Kanpur Urology Center ","111/456, 80 ft Rd Harsh Nagar Kanpur-208012"
"Kanpur","Madhu Raj Hospital (P) Ltd","Madhuraj Hospital (P) Ltd, 113/121-A, Swaroop nagar, kanpur-208002. ph-2525346, fax- 2525755"
"Kanpur","SALUJA DENTO MAX FAC CENTRE ","111A/20A ASHOK NAGAR KANPUR -208012"
"Kanpur","Naraina Hospital & Research Centre","Gangaganj, Panki, Kanpur "
"Kanpur","ANY EMPANLELLED NURSING HOMES/HOSPITALS","ALL NURSING HOMES AND HOSPITAL EAMPANLLED WITH CGHS KANPUR"
"Kanpur","New G.T.Nursing Home ","7/223, Gutaiya Swaroop Nagar, G.T.Road, Kanpur."
"Kanpur","Family Hospital& Research Center","A-9 Awas Vikas,Hanspuram Hamirpur Road Naubasta,Kanpur"
"Kanpur","Mariumpur Hospital","Shastri Nagar, Kanpur."
"Kanpur","Krishna Super Spl hospital ","Krishna Super Spl hospital 363, Harrisganj, near tatmill chauraha, kanpur-208004. "
"Kanpur","Kanpur Medical Centre Pvt. Ltd. ","120/500(24), Lazpat Nagar, Kanpur"
"Kanpur","Shri Jayram Hospital & Trauma Centre","D-668, Barra-8(Near Kargil Petrol Pump) Kanpur."
"Kolkata","Shradha Health Care Pvt Ltd ","15 S.N. Roy Road (Near Buroshivtala), Kolkata   700 038 "
"Kolkata","HCGEKO Cancer Centre","Plot No. DG4, Premises 03-358, Near DPS, New Town, Kolkata, West Bengal 700 156 "
"Kolkata","Spectra Eye Foundation","Madhyamgram, Chowmatha 108/2, 3, 4, 9, 16 Jessore Road, 24 Parganas (North) Kolkata   700 129"
"Kolkata","DESUN Hospital Siliguri, North Bengal","Medical College Road, Kawakhali Township, P.O -Sushrutnagar, PS-Matigara, Siliguri, Dist-Darjeeling, West Bengal-734012"
"Kolkata","KOSMODEN Dental Clinic","Plot No. 412 (R.S) & 566 (I.R) N.C. Complex, Opp. Narsingha School, Shiv Mandir, Matigarha, Siliguri   734 011"
"Kolkata","Dafodil Hospitals Pvt. Ltd","276 Canal Street, Kolkata   700048. "
"Kolkata","Desun Hospital & Heart Institute","720, Anandapur, Desun More, EM By Pass, Kasba, Golpark, Kolkata-700 107 "
"Kolkata","New Delhi Centre for Sight  Limited","1 A, Acharya Jagadish Chandra Bose Rd, Elgin, Kolkata, West Bengal 700020 "
"Kolkata"," Narayan Multi Speciality Hospital","Narayana Multi Specialty Hospital (Unit of Meridian Medical Research & Hospital Ltd.), Near Chunabati, Andul Road, Sankrail, West Bengal   711 109. "
"Kolkata","Kasturi Medical Centre Pvt Ltd","5 D.H. Road, Thakurpukur,3A Bus Stand, Kolkata   700 104"
"Kolkata","North City Hospital & Neuro Institute Pvt Ltd","73, Baghmari road, Kolkata-700 054"
"Kolkata","B.M. Birla Heart Research Institute"," 1/1, National Library Avenue, Kolkata-700027"
"Kolkata","New Delhi Centre for Sight Limited","106, Near Madhyamgram Crossing, Jessore Road, Madhyamgram, West Bengal   700 129 "
"Kolkata","B.M.R.C. Hospitals Ltd","6/6 B.T. Road, Talpukur, Kolkata   700 123"
"Kolkata","B. P. Poddar Hospitals & Medical Research Ltd.","71/1, Humayun Kabir Sarani, New Alipore, Block-G, Kolkata-700053"
"Kolkata","Chittaranjan National Cancer Institute (CNCI)","Street no 299, Plot No. DJ-01, Premises No 02-0321, Action Area 1D, New Town, Kolkata   700 160"
"Kolkata","Silverline Eye Hospital","Silverline Eye Hospital (A unit of Biswas Medical Centte), 396 Prince Anwar Shah Road, Kolkata, West Bengal"
"Kolkata","Dr. Nihar Munsi Eye Foundation","Dr. Nihar Munsi Eye Foundation, 1/3 Dovar Place, Kolkata, West Bengal"
"Kolkata","Narayana Superspeciality Hospital (Unit of Meridian Medical Research & Hospital Ltd)","120/1, Andul Road, Shibpur, Ner NABANNA Howrah-711103"
"Kolkata","ASG Hospital Pvt. Ltd ","Pranami Mandir Rd, Opp. Kejriwal Stone & Kidney Clinic, Ward 40, Haidar Para, Siliguri, West Bengal 734001"
"Kolkata","Susrut Eye Foundation & Research Centre","HB-36/A/1 Sector III, Salt Lake City, Kolkata, West Bengal"
"Kolkata","ASG Hospital Pvt. Ltd","149, 112F, Barrackpore Trunk Road, Kolkata, West Bengal 700058"
"Kolkata","Medica Superspeciality Hospital","127, Mukandapur, E.M. Bypass, 324, Barakhola, Kolkata-700 09"
"Kolkata","Priyamvada Birla Aravind Eye Hospital ","10, Dr. U. N. Brahmachari Street, Kolkata, West Bengal 700017 "
"Kolkata","DISHA Eye Hospitals Private Limited","No. 29, DG-20/22, Premises No.0327 Action Area, 1D, New Town, West Bengal   700 156 "
"Kolkata","Drishtideep Eye Institute LLP","Universal Enclave Subhas Pally North, Durgapur Express Way Service Road (Dankuni Crossing / Opp. Housing Estate) P.O. & P.S.-Dankuni, Dist   Hooghly, West Bengal 712 311 "
"Kolkata","Mediview Nursing Home Pvt ","74 Broad Street, Kolkata, West Bengal 700 019 "
"Kolkata","Disha Eye Hospitals Private Limited","88 (63A), Ghoshpara Road, 24 Parganas (North),, Barrackpore, West Bengal"
"Kolkata","Renaissance Hospital Pvt. Ltd","Teghoria, Nazrul Islam Avenue, VIP Road, Kolkata-700 157"
"Kolkata","Fortis Hospotals Limited"," 730-Anandpur, E.M. Bypass, Kolkata-700 107 "
"Kolkata","Repose Clinic & Research Centre","20C, Broad St, Ballygunge Park, Ballygunge, Kolkata, West Bengal 700019 "
"Kolkata","Netaji Subhas Chandra Bose Cancer Hospital (a unit of Himadri Memorial Cancer Welfare Trust)"," 3081, Nayabad, PO & PS   Panchasayar, Kolkata, West Bengal 700 094"
"Kolkata","Kothari Medical Centre","8/3, Alipore Road, Kolkata-700027"
"Kolkata","Rabindranath Tagore International Institute of Cardiac Sciences ","Premises No.-1489, 124, Mukandapur, EM Bypass, Kolkata 700099"
"Kolkata","Dr. Agarwals Heatlh Care Ltd,","Rene Tower, 1st FloorPlot-AA1, 1842, Rajdanga Main Road, Kolkata-700 107"
"Kolkata","Renuka Eye Institute","25/3, Jessore Road(S), Rathtala, Barasat, Dist-24 Parganas(N), Kolkata -700127"
"Kolkata","Saroj Gupta Cancer Research Centre Institute","Mahatma Gandhi Road, Thakurpukur, Kolkata   700 063"
"Kolkata","Charnock Hospitals Pvt. Ltd.","RGM-2103, Telghoria, Rajarhat & VIP Road Junction, Kolkata-700 157"
"Kolkata","ASG Eye Hospitals","403/1, Alcove Gloria (Above Big Bazar), VIP Road, Sreebhumi, Kolkata   700 048 "
"KOTA","Jaiswal Hospital &  Neuro Institute","1-KA-28, Vigyan Nagar, Kota-324005"
"KOTA","Birla Eye & Child Hospital","2-N-22, Chota Choraha, Dadabari, Kota"
"Lucknow","Eye Q. Vision Pvt. Ltd. Gomti Nagar Lucknow","Eye Care"
"Lucknow","Rishi Hospital & Diagnostic Centre(P) Ltd. Lucknow","General Purpose"
"Lucknow","Neelkanth Hospital & Eye Care Centre Lucknow","Eye Care "
"Lucknow","Agarwal Eye Foundation Lucknow","Eye Care Centre "
"Lucknow","Javitri Hospital Lucknow","General Purpose"
"Lucknow","Pushpanjali Hospital & Research Centre Pvt. Ltd.","Pushpanjali Palace, Delhi Gate, Agra-282002.Email-ashok.jain@pushpanjalihospital.in"
"Lucknow","Moolchand Medicity, Agra, (A Unit of Moolchand  Healthcare Private Ltd","Khasra No. 643, NH-IIVillage Artoni, SikandraAgra   282007.Email- mdoffice@moolchandhealthcare.com"
"Lucknow","Centre for Sight","Ashoka Plaza, 1st Floor, Near Bhagwan, Talkies Flyover,   Agra   282001. Ph: 011-42504250Email- abhishek.kumar@centreforsight.net"
"Lucknow","Chandra Mother & Eye care Lucknow","Eye Care"
"Lucknow","People's Heritage Hospital Pvt. Ltd","7/52 A/1, Jawahar Nagar, Bye Pass Road, Near People's Honda ShowroomNH-2, Agra- 282002. "
"Lucknow","Raj Scanning Ltd. Lucknow","Cancer Treatment "
"Lucknow","Rukhasana Medical & Trauma Centre Lucknow","General Purpose"
"Lucknow","Lucknow Hospital Lucknow","Orthopedic-Surgery-Including Arthroscopic Surgery & joint Replacement "
"Lucknow","Eye Q. Vision Pvt. Ltd. Aliganj Lucknow","Eye Care"
"Lucknow","Avadh Hospital & Hart Centre Lucknow","General Purpose Including Joint Replacement"
"Lucknow","Vivekananda Polyclinic & institute of Medical Sciences ","Vivekananda Puram Lucknow"
"Lucknow","Jan Kalyan Eye Hospital Lucknow","Eye Care"
"Lucknow","ASTHA DENTAL SOLUTIONS","4/41, Vishal Khand Gomti Nagr ,Lucknow"
"Lucknow","Dr. MATHUR DENTAL CLINIC ","14 Naval Kishore Road, Hazrat Ganj, Lucknow"
"Lucknow","Ajanta Hospital IVF Centre Pvt..Ltd. Lucknow","General Purpose Including Joint Replacement Extended for all existing facilities of the Hospital"
"Lucknow","Metro Hospital & Trauma centre Lucknow ","General Purpose"
"Lucknow","K K Hospital "," 87/88, Nabiullah Road River Bank Colony Near Suraj Kund Park Lucknow"
"Lucknow","Sewa Hospital & Research Centre Lucknow","General purpose"
